 1992 1 2 3 0 2 1 -1 75  3 7 5 2 1 8 7 1 1 0 0 1 0 2 4 0 0 0 1 5 3 4 6 1 5 2 0 2 1 0 0 3 0 0
 1995 1 2 3 0 2 1 -1 75  0 6 3 3 9 3 1 7 3 2 1 1 0 0 3 0 0 0 2 1 2 9 3 2 4 2 1 2 0 1 1 3 0 0
 1998 1 2 3 0 2 1 -1 75  7 5 1 1 6 4 6 6 3 1 1 2 1 1 0 0 0 0 2 0 3 6 4 3 1 2 2 2 1 4 0 0 0 0
 2001 1 2 3 0 2 1 -1 75  2 2 4 8 4 4 4 3 0 1 2 0 2 1 0 0 0 0 4 5 13 8 3 1 0 1 0 1 1 1 0 0 0 0

4 #_N_MeanSize-at-Age_obs
#Yr Seas Flt/Svy Gender Part Ageerr Ignore datavector(female-male)
#                                          samplesize(female-male)
 1971 1 1 3 0 1 2 30.2741 38.6904 45.3192 48.9058 52.5859 53.7662 56.8298 60.6279 63.9971 64.9457 63.5657 67.6793 67.2649 67.9728 70.6513 73.8539 72.9801 31.3614 39.738 44.8746 50.3321 51.406 52.7531 58.1842 62.0938 62.3253 62.258 66.7384 62.9943 65.8803 65.9999 69.2679 67.5306 71.3144
 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
 1995 1 1 3 0 1 2 31.9061 39.3697 43.0044 49.1426 51.2013 55.082 58.1672 59.9621 63.2468 64.207 63.5065 64.6856 65.0126 69.8207 72.6919 71.6845 72.048 33.299 40.1962 45.7675 51.4683 53.3442 54.8523 54.4983 60.8536 62.73 60.7959 64.4842 64.8735 67.229 66.17 70.66 70.8327 70.5184
 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
 1971 1 2 3 0 1 2 33.6404 38.4649 42.5375 46.6932 50.2199 53.261 57.3082 56.1501 62.2008 62.8546 62.2874 68.0754 65.6973 67.4806 65.0782 70.2139 73.432 34.4428 40.2466 43.1385 46.4641 51.2587 53.0277 55.8248 55.0721 58.1042 62.2411 61.0881 65.119 63.7992 63.7656 67.7025 67.6791 70.6773
 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
 1995 1 2 3 0 1 2 34.8694 38.4395 42.5093 45.6237 52.9676 52.5933 57.957 59.6775 62.8673 63.3561 63.5333 66.534 66.4243 67.6301 69.2166 71.3814 73.8581 34.7576 39.4717 44.2262 48.1576 50.9103 53.5802 55.817 55.6228 60.8179 62.0652 62.4989 62.071 65.8517 65.9586 65.8397 67.8827 68.7438
 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20

0 #_N_environ_variables
0 #_N_environ_obs
0 # N sizefreq methods to read 

0 # no tag data 

0 # no morphcomp data 

999

ENDDATA
